Cl_SO4,Ca_SO4,K_SO4,Mg_SO4,Na_SO4
0.1186687800237975,0.17180988602314515,0.17723960069277353,0.1823756215494726,0.18112528052347812
0.1626606080774856,0.14554746369668586,0.09003189674804872,0.12880311785259232,0.15134464507405873
0.23804700398577353,0.7662073658336418,0.42824604033968233,0.6517960016700798,0.5082540394769287
0.1039402818867667,0.5221700747208015,0.32408194457933615,0.4901445599837973,0.3366453552440966
0.12633747771470652,0.15365849721727914,0.22862028739351492,0.1963403613760557,0.2229934310953077
0.06826654737163182,0.11727506443473894,0.1080883390479325,0.1434150245239135,0.14237821641581713
0.21729166753866475,0.2425014821692269,0.1772159445091034,0.3944675303649237,0.31869036597051964
0.2346033673278771,0.43051376254070395,0.3115699013932131,0.3017249852192571,0.35672423669249087
0.336592619051859,0.1703060526376483,0.33734936837419366,0.4081787001132447,0.32707950659863866
0.1718577164740726,0.3152037522787237,0.34593848407269256,0.3598627472103205,0.31329395140612964
0.10214167563844372,0.12819070962135573,0.14779493087433998,0.1785884415785649,0.19323458026520116
0.24516928634054067,0.44545046812211564,0.6218886651026845,0.6117033761160048,0.3612223683163217
0.2616407530854832,0.5707179714132913,0.5752490412536824,0.5262990939307471,0.512759616875545
0.2548980524340375,0.41132441603751385,0.4587581030159141,0.4767287775952515,0.35670493018523625
0.2969050169251097,0.2169713926678824,0.3359516908727421,0.31291475121658535,0.1885227301438293
0.0873478759649868,0.08459899233030499,0.13956657647536042,0.17491253813098426,0.1495579718007678
0.17459111622017862,0.17659173553621813,0.28259617621249733,0.29269368089873166,0.2545592192729436
0.10581097214273842,0.02206975331600012,0.06692124365792136,0.05049654100251455,0.08269660316165635
0.2671198058792881,0.08216698616292908,0.1461922572284244,0.18879738559089318,0.20375306305608976
0.37600283372217863,0.1661513409096272,0.1502662905117694,0.17900077877509285,0.2428751004380603
0.10628471525760962,0.052768247704611554,0.10220639885791123,0.10056669132502649,0.1203544023555749
0.12120004332515025,0.4112722901798771,0.2653922537585457,0.24452546115021098,0.2762328413543611
0.1386022268345973,0.3274791973407359,0.16228852403534635,0.36900288745040827,0.2660591268059466
0.12766477051184258,0.08635273057685813,0.1689044229474468,0.19807543181055243,0.20438240458840426
0.12695041814023622,0.4813007673772275,0.3463577701037288,0.5017138988720166,0.3644180031893889
0.21009366743226507,0.13585852998611928,0.18600486092065255,0.2030042742814852,0.17727894691105064
0.1807621866879303,0.07275392644751977,0.13661342584926986,0.15824649056364443,0.16685097355890016
0.11765152822505785,0.3754214220538844,0.4171848092790607,0.42795627777560824,0.36098165568461604
0.264928680464287,0.1278597367782695,0.1760033176723824,0.26156852448645473,0.26452429853917
0.12219662615309695,0.10145509081710964,0.19196674895944982,0.1835854292394669,0.201928209732387
0.13723471534399204,0.03508536490340568,0.07892744140965362,0.11038174155083963,0.11819195887789273
0.28114916557728165,0.10403356500465591,0.1855449586159029,0.19660671326311016,0.1992002961867019
0.20542186991176403,0.6399537744242969,0.383267867820771,0.6242606350002146,0.5500947191859262
0.22225375848231613,0.2487869716196012,0.2496432880136847,0.2663110130601854,0.24788634980939978
0.13860760317208584,0.0939919455233071,0.14228763843314973,0.17541155433316552,0.1663693459413072
0.10400127270946126,0.0733406931598842,0.23329236950280513,0.19085200160990712,0.16964988820371985
0.10056820191346401,0.3065348356768414,0.24790271552332868,0.2751798733968253,0.23573050503609425
0.09215907173705418,0.06899359758781266,0.09910132127512669,0.08670253820447765,0.08050505879284707
0.044072842131864125,0.026285920669014723,0.07458268412036168,0.08151050697977782,0.12473861262330568
0.1288331918176048,0.16788264521249777,0.19679391778850863,0.23096859393498892,0.15582203882051
0.19652832453068925,0.06290508348566229,0.13620763987615847,0.16008811371642556,0.13971562318071645
0.2553956106924258,0.1629191428465351,0.2680215957053347,0.36926999896849794,0.3175777155309956
0.16418517931204918,0.15889916290287054,0.17050875961505563,0.2700924143619898,0.2523326595121286
0.37735684342759584,0.15360862193299363,0.28693744651175096,0.2339801512680024,0.22544788136451513
0.26191522572416287,0.2829380581787836,0.33506880124185745,0.3769159161722717,0.3105756433630931
0.32968855385796364,0.19114597632901595,0.2348819904528259,0.25411442541176693,0.264337030906721
0.14126207208936375,0.07603839278822076,0.06651667142951008,0.08181989283347535,0.08728986679021271
0.1076408211211515,0.19326228585368777,0.17895435636324286,0.2645962557332514,0.2973434661832023
0.14974151222862658,0.09846537726341814,0.0953295645890376,0.18857217310559193,0.1722724275599657
0.18422538424796248,0.20434912184708637,0.17256571021406206,0.23515226819823953,0.20024255895074905
0.27912735419530127,0.2807095871730407,0.28891784385346564,0.45716313879660586,0.41593638011948364
0.3775165160671318,0.994915303876063,0.5929051962127381,0.7430468492888741,0.560447040704558
0.12001329716292708,0.11232598758593876,0.2174249642412072,0.19618255221949207,0.19983376969282807
0.14515293821842257,0.24065487440833722,0.19590545189086864,0.29899471254085325,0.2729138433406194
0.10370946744842346,0.07520209660976013,0.13759616880834508,0.11673896606298086,0.11326479702089631
0.08727962969633474,0.2086395616511412,0.16382803187516137,0.3150052820556071,0.24924106046982802
0.17830746012304974,0.4075502449725822,0.37429271311339324,0.48592485063510094,0.30566873966168145
0.2021325729935155,0.05718811700824949,0.11302073011290123,0.09126424625140872,0.15041562181708143
0.19758524641269934,0.09807718179229238,0.14213311095814882,0.19482167795115882,0.13678093397615326
0.11370075921083941,0.15842445020943308,0.1147752901538274,0.15659171510609318,0.1637047387799735
0.17342652268279682,0.29834379680504564,0.2439350268880834,0.3284613686488596,0.28683421849982066
0.143623701055095,0.06886494158129695,0.10212615222393595,0.1457739396141222,0.16142344896558106
0.19217688899147115,0.4101018941757514,0.2796183362928948,0.48670135981990337,0.33598579519018623
0.20204156117533256,0.2982436131875203,0.21540805578387667,0.20080508996143076,0.1824319051534301
0.17831495483218585,0.24923289686846978,0.3518377177269449,0.32025886786446905,0.2894781302072667
0.13644141637730764,0.20792500533828528,0.16210398425939032,0.23816018669602018,0.18621933655656786
0.08938375061851546,0.07428834940599674,0.10014171731728039,0.13924134186959677,0.16063333105652577
0.1350203926152966,0.44828486668480055,0.43845188216220937,0.5397734827378943,0.3815202914740412
0.17680755200408088,0.21897877693325515,0.1738385368679822,0.2841180402280098,0.2145246730248085
0.16456221085728356,0.3669140223838081,0.3084433284957191,0.28100998007623756,0.30826982368778477
0.120013969756499,0.050135580747095516,0.08839902979439973,0.08290977900654056,0.08069793858966383
0.11771154179889479,0.02707123503960993,0.06541804840591887,0.06974957629013949,0.08007949119173353
0.2001337336783071,0.07607835481615376,0.15463721232884836,0.21871907273418206,0.2307800700764956
0.3401658762637455,0.373546308943732,0.32201297371377974,0.5011166919067682,0.4730875411298569
0.17239034649996643,0.21308956959079187,0.1965035922414595,0.2466444368747497,0.20944955048677122
0.08817573036081126,0.049094771069346656,0.1076232015080943,0.09445452864516549,0.14268301283756998
0.13063824556196865,0.24161385943862904,0.3574743485904943,0.4163238976898035,0.2681567418814639
0.10301781040136514,0.21643669911942032,0.1905065973061287,0.19080112848375075,0.15979865077447028
0.11085445838162303,0.07666314509915526,0.09164795956850366,0.1563246402154198,0.13789447192604243
0.09800611394076082,0.08848905699885061,0.1891748019837303,0.1962991137344701,0.2036452742093542
0.054496866835445974,0.1151544965130801,0.16115410876532493,0.18608079968829236,0.13926479579771514
0.5429584894164957,0.22870803960878247,0.22519168366459816,0.2577834738767586,0.21722175649839548
0.2702293673598759,0.683974692934498,0.3627091469808516,0.6677539325810913,0.46713624285593147
0.21428796040539058,0.2132771741201775,0.3072289469369621,0.28776976363222817,0.33061153591712045
0.1359175920702685,0.21498208145971667,0.21466772849821025,0.36350353399475704,0.27208244392654607
0.12710102825031006,0.16161813962505825,0.2243900938943914,0.19219489606652573,0.22524832576904996
0.21998318559897378,0.4489372613154296,0.23755972799441805,0.2922636079724326,0.3502891364388374
0.1434239433949926,0.1289391144841898,0.1433734391436132,0.12312317941634192,0.14382011057776764
0.187518410093202,0.13715186509140267,0.2718690950091483,0.3018637119479762,0.2630675609669044
0.13933258310468252,0.07950900924569733,0.08944952795966812,0.20397960790242448,0.17209231240563902
0.17665788042273867,0.10406067338485447,0.16441817134452621,0.17343118363110166,0.1827379467430516
0.1737571746611173,0.24033632126562726,0.2292385859323763,0.25236690677497636,0.21122744695869558
0.17637379534214503,0.0371506257015251,0.10275307938293694,0.08506683993335297,0.11192916346201863
0.08322512352280804,0.07457139006551315,0.13731723775421634,0.1301629185456872,0.12207356136638212
0.39406280026437124,0.4390321572851704,0.351223454981344,0.399308641479232,0.280526273030153
0.1717017113401265,0.040267640405381125,0.18736872166937726,0.1706075675454347,0.14268358626553704
0.2006072136676644,0.14114741250581903,0.1751365281081914,0.22871406222666235,0.21395928832702418
0.305898009312546,0.13182355756115116,0.16253548543819102,0.1692936320824548,0.2450590104679944
0.1480666098893069,0.2974618957704911,0.2474306814923445,0.29466658048026684,0.2020643157348096
0.2917155726322102,0.16934721957655724,0.2452867397625552,0.31527153359968046,0.2218308934901055
0.15569502669054844,0.11802309580046336,0.13302505001894502,0.22460519749450558,0.20484554590399734
0.2613880477170733,0.041687932136383554,0.1299466199421834,0.11763014823877559,0.1126612877881897
0.18028196575705133,0.038567252940902304,0.0731805594527766,0.08678465637047093,0.11420779596424611
0.18432200504346793,0.33120845001143906,0.29960100280940277,0.33989250748355937,0.3109268865927968
0.236110429946878,0.08354688730925226,0.10885704046425522,0.11839375486154013,0.12781745159108412
0.17122810604862987,0.15181686081833237,0.1832962810849269,0.21605617755804293,0.18864454185152946
0.12101193632545616,0.03667458697805944,0.08648324634519569,0.09169327372416902,0.10922882004983732
0.13039090290587343,0.17567238557490555,0.14449315454655606,0.21198594831427153,0.23699546293499843
0.0909729660403665,0.06550185165574343,0.11048616491666845,0.16175441776453534,0.14745720319561006
0.34110595269130856,0.3556070847684989,0.29831793157436776,0.41938025344836977,0.38502488547200314
0.34280483352834434,0.3386872800917378,0.512134263898509,0.38181256436585326,0.33748608280466347
0.11189334317970057,0.11793232358411379,0.1285659427308716,0.12411571292990285,0.12155559538269615
0.047404529441190585,0.07403968175605927,0.13788868888279096,0.12700424323586787,0.14357291483622503
0.1511957005785838,0.21998160270461067,0.23035484921739457,0.28591391209427747,0.25576339156161587
0.15899923764513577,0.3423913482723403,0.1953485366696697,0.28621279539599453,0.29119436657394665
0.14821783888061063,0.13557837175447693,0.11587611454188583,0.15857799458280075,0.14810516400364657
0.16942793100033424,0.2873150555569899,0.33677992067579826,0.5174193211797524,0.33428809713079305
0.10366248989033319,0.0920528913768417,0.08268225473002207,0.11469937514324191,0.12918435708816753
0.16681968589759022,0.31618451337528475,0.18150912595125698,0.23862998952417563,0.24608074383307701
0.10929922666506113,0.17958201554351916,0.249402521476848,0.22000664103373782,0.20957862801228408
0.19173461054574373,0.1985428581755647,0.18658174380006973,0.2615952768486743,0.26815345498428383
0.1991065943576572,0.12463582295911205,0.1988163918614596,0.1874322086599965,0.18947665365941976
0.33806698065587454,0.665235395308194,0.5436234558355173,0.9169992849343191,0.49103631878101545
0.22561559716336074,0.12440760147382482,0.11377637801131137,0.21204865453388194,0.19754404005813
0.1228552442061917,0.08227972194126949,0.14338523580535661,0.15952463377024373,0.14820288467144183
0.5311930206972154,0.42300244556506716,0.3414191487910984,0.4100470346753309,0.44581315348525313
0.09400091202288995,0.04968190301507494,0.10887080323033155,0.1212654614714486,0.13534507681176716
0.2597094272783018,0.15866212151881012,0.2063546280435149,0.19791254379968412,0.21513929070189464
0.23982751010931747,0.1329847525123544,0.15414134289522188,0.26218251245067165,0.23179145635110637
0.12472066761168363,0.02841885495455212,0.08265167681599664,0.09689468235809123,0.1078125816650825
0.10012893298955845,0.03202282325192988,0.08690408648148146,0.08339923942845455,0.09910128665401018
0.13973348152444506,0.09575317564644181,0.13169694010683064,0.15127381670541692,0.16433238011466159
0.10591760186937867,0.040963055591237925,0.11466291673493804,0.0899135100558258,0.10984236603728428
0.16997229612334933,0.20183256943143543,0.20965092910383581,0.20912764819522328,0.2249639043874029
0.17967717649662307,0.04760920293492729,0.05373542961732749,0.07170548930143056,0.10295939069296046
0.2775689985274966,0.6335353341146531,0.37966660311937317,0.4663400564462092,0.3020702895266271
0.1441930820372774,0.39703322339556474,0.41584473481793205,0.44599197574615296,0.3691282183221048
0.12617865199987427,0.18829443374065702,0.18388011023755083,0.25973896571921146,0.2216675108337838
0.1229212589512156,0.03221656100355034,0.0999141732427793,0.09358246062976083,0.11397408281559403
0.19205613873158967,0.1324763047044113,0.2293911386326509,0.2725462258210834,0.22652227804401237
0.16809287055929556,0.4092035506170825,0.3020138677248555,0.35290961625295825,0.2955403975502173
0.1773900312526869,0.08536915845771759,0.11869281792905893,0.12965365327678835,0.14068942612134347
0.09189242047196466,0.1865622604534835,0.2075590453791121,0.2031795462627715,0.1877557896760847
0.1246370598213456,0.07930325224822966,0.13129657651451243,0.15088268661297335,0.1552834159087257
0.13619829377625514,0.1837916205507474,0.19311576935033553,0.28240010566456497,0.2526503436779762
0.14919062898523847,0.0588830257199608,0.10241671626449109,0.12247570822861088,0.12255119303744606
0.27859705889170155,0.21662940805511285,0.1850889851574275,0.18602921156284052,0.21052068013217676
0.1538540080846569,0.21351375094344982,0.32050204744824873,0.30194724535279593,0.30600919031123197
0.15111348787703863,0.2124835534601712,0.22528470667171605,0.235622758640011,0.2374350752341223
0.13757301011803313,0.051426065838368035,0.07984040888284359,0.09132525150288183,0.10127672625544723
0.37363719291736414,0.05110337459048115,0.08098559970152071,0.09519802496387016,0.1368412646955806
0.1850142729621005,0.2304633684846973,0.3259346193219075,0.4238883028846455,0.34792375270925485
0.30209285066526903,0.27400549273366165,0.4744983476746699,0.6203866188446473,0.4230346470500561
0.20852620613112274,0.26011954143876775,0.24143448161562442,0.3943545861422085,0.2580439858164291
0.310576855246046,0.3350779317197592,0.31478612745974527,0.27476458727222874,0.21994483146676358
0.18054375168472003,0.3037007572733246,0.22539193141024558,0.2984774947287174,0.25971098742504606
0.2893635710327767,0.22187905468353492,0.2564774501873912,0.24681756492204715,0.25108390882366594
0.2044368998937073,0.07302146253766044,0.1893003854732543,0.14711870790891335,0.18860234223414432
0.12229037826532486,0.1025466301918775,0.1434548850815228,0.1677701463930067,0.19022200053809468
0.10129153054360189,0.054631225749546035,0.1134242483094999,0.12771499022800906,0.10102541763555295
0.1388880422927182,0.214870979155776,0.2642543591205994,0.3621824486780953,0.3007560221520468
0.12860484007390355,0.572356694105912,0.3996112087447172,0.4122949292681666,0.34126424988949505
0.23857468520373276,0.2703000130928816,0.20369042128379591,0.31541130985265736,0.32766246392388676
0.1461737720154143,0.1486087798329895,0.15635181536006282,0.19226578655687232,0.22373558628515725
0.1784005454033227,0.13246910321024655,0.24136839956081305,0.2565831307838131,0.2452979029900481
0.1948735548905178,0.07235774004318445,0.13709740299995168,0.20180886964655925,0.24249628434534176
